Nhan,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62,coord_63,coord_64,coord_65,coord_66,coord_67,coord_68,coord_69,coord_70,coord_71,coord_72,coord_73,coord_74,coord_75,coord_76,coord_77,coord_78,coord_79,coord_80,coord_81,coord_82,coord_83,coord_84,coord_85,coord_86,coord_87,coord_88,coord_89,coord_90,coord_91,coord_92,coord_93,coord_94,coord_95,coord_96,coord_97,coord_98,coord_99,coord_100,coord_101,coord_102,coord_103,coord_104,coord_105,coord_106,coord_107,coord_108,coord_109,coord_110,coord_111,coord_112,coord_113,coord_114,coord_115,coord_116,coord_117,coord_118,coord_119,coord_120,coord_121,coord_122,coord_123,coord_124,coord_125
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16915272860686437,-0.18826532990934342,-0.04399788625412966,0.24290291562214045,-0.49768134280235093,-0.044273017425066216,0.22636373311173152,-0.7876680327410454,-0.04667302488352889,0.22364369212839275,-1.0,-0.03547829876414764,0.1357464570087456,-0.6743367200770852,0.02816885688438922,0.15330357847847584,-0.8897384510384317,-0.029115328940522843,0.16035949457868878,-0.6604529053176126,-0.04445929903646182,0.13736339856064406,-0.5396375486142818,-0.039291586616177945,0.04853371717930355,-0.6762656213818565,0.02972712083611641,0.06899238550207747,-0.8878310336499037,-0.03780346204467964,0.08428893386730094,-0.6040791090952159,-0.04673144120218011,0.057304027647363885,-0.5047176575975378,-0.029185733062954144,-0.04159906338984526,-0.6554880165705225,0.017180986133179726,-0.01853751894654392,-0.862292748037627,-0.06492663636860903,0.009151705352296913,-0.583395413361069,-0.039273338437964204,-0.011770417555416045,-0.47017827553033986,0.0070170519474960094,-0.14736715160147645,-0.6120364637429567,0.002610932548458179,-0.11374172190930885,-0.8130945798404897,-0.04531729563801634,-0.07410555756798082,-0.642719925811829,-0.015711052287371477,-0.08005782052757189,-0.5445681073921173,0.024881170551559726
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681381892333862,-0.18020648297397343,-0.044468591822102825,0.24082816917917219,-0.4893660521899806,-0.043310525446542965,0.22018076312974985,-0.7861263033317136,-0.04424894767827537,0.21644701811252398,-1.0,-0.031773085101395225,0.1336309915432252,-0.6705049965064732,0.029979690277480566,0.1480332798116047,-0.8897832698675044,-0.027549866471354635,0.1577212289325741,-0.6625320007830492,-0.04208869287644486,0.13711159375124998,-0.5365844283078284,-0.035927473218345864,0.04447670133527261,-0.6712725584838439,0.03195011930886058,0.06120719036996621,-0.8910699305896234,-0.0374583493431573,0.07895615582143226,-0.6047462494029362,-0.04661432740195975,0.05451216472644365,-0.4972750937001646,-0.027906339484515055,-0.04672724341408091,-0.6487741570606287,0.019596871039273295,-0.027432012158876973,-0.8565388893426097,-0.06598821314742354,0.002092773497017494,-0.5740055537660508,-0.04124460728743491,-0.016739959606340647,-0.4566017739383461,0.006043082447111652,-0.15312922728714584,-0.6019866362434766,0.005416364756997447,-0.12368588854741598,-0.8081452709926084,-0.04570169855065429,-0.0838327202902318,-0.6373568815569085,-0.017281820464208925,-0.08875262655162781,-0.5374938260229248,0.023403959018432688
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16304021100750293,-0.1910751470450918,-0.043295559256816385,0.22974991614680587,-0.5034805877406957,-0.0438344323406267,0.20928385998508164,-0.7888767023939679,-0.04671837549327608,0.2040141138910298,-1.0,-0.03643125570847135,0.11825836099599964,-0.674055614964416,0.026943368543787795,0.1307011737705903,-0.8916440428100756,-0.028563727049832965,0.1469140609780863,-0.6724111999571647,-0.04336696506731491,0.1279638920854556,-0.5497009471873974,-0.038084843009060176,0.03249488120053831,-0.6706512079321966,0.02825740074189072,0.05023856533007251,-0.8794557824313791,-0.03760632953301934,0.07248148210221318,-0.6051085912467495,-0.04752065698034092,0.045573476402154915,-0.5014106490618128,-0.031360997641968195,-0.056775740754001824,-0.6457204181058472,0.015891887579932058,-0.03487759610250789,-0.8519626000606398,-0.06383576917602347,-0.0017158072140519016,-0.5809093538809391,-0.03960868844144991,-0.022882290575423365,-0.4651054264824603,0.004642804401154872,-0.16069014498059458,-0.5964659986997042,0.001416831442061899,-0.13136427242308416,-0.8009997738521254,-0.04648471837742111,-0.0872817613153927,-0.6386254910662883,-0.01844185818578092,-0.09070858724182086,-0.5392954242166283,0.020710883644980808
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16284705313301254,-0.20028934089588432,-0.03484461443383374,0.223532913621237,-0.5132810097603308,-0.031280948767020075,0.2054809526362961,-0.7924765895419243,-0.03164344905428174,0.19963821444712798,-1.0,-0.019728212927926002,0.10627828159522697,-0.6826197388709357,0.032647483818411545,0.11589044004110303,-0.891701694351396,-0.022393337774582987,0.1382809824020766,-0.6725488372194821,-0.03787478730517006,0.11964344534532136,-0.5463667691324479,-0.03272995133979029,0.022091899658678422,-0.6766211680661326,0.030603104079277972,0.03770602133287226,-0.8894810795785953,-0.03370313573661192,0.06655442486930963,-0.6173799328300145,-0.04347286404726161,0.039763690343958914,-0.506842737094838,-0.027312324512395708,-0.06555234673632443,-0.6490617760321996,0.015568852571017422,-0.04683973863018316,-0.8558865661123155,-0.06095853310978179,-0.008663593058007159,-0.5921168832163677,-0.03699360187748942,-0.029852013731654924,-0.4780355898056579,0.006327896902058863,-0.1679759597549138,-0.5957464480778638,-0.0009040192663000029,-0.13799700372400556,-0.801574193943758,-0.04518055943170527,-0.09380324600213832,-0.6399392209025816,-0.015846852954583886,-0.10109816032155798,-0.5384188680029897,0.023350394996556462
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15473342959815653,-0.20260836362020185,-0.034620268850068386,0.20869050102369238,-0.527301977732785,-0.03272748149897634,0.19079034804026684,-0.8013512328374862,-0.0348384955648653,0.19576103874307685,-1.0,-0.023816368632418185,0.09442419912955059,-0.6991350115767587,0.029881964722002143,0.10808629921879723,-0.8953244947475546,-0.025410545248630706,0.13043797034130758,-0.6718084323529828,-0.03891692938961207,0.11228412462001511,-0.5601041459514002,-0.033515678801203874,0.011439639241573341,-0.6882726152314914,0.02650663508905747,0.033093384988894727,-0.8841411435659747,-0.038095891800372185,0.06239035439880607,-0.6100425773408698,-0.0441782387220552,0.0339922315520448,-0.5161827526354145,-0.026575020327969164,-0.07416716923998262,-0.655571988991076,0.0099525570783243,-0.049594875622971935,-0.8515393558432109,-0.06817751022054121,-0.010981240470977432,-0.5833123815140828,-0.041283869927646134,-0.03516769619851273,-0.4790780810231452,0.0030282023730674626,-0.17445290339226985,-0.5969907023666202,-0.007869717655014463,-0.13659558836331093,-0.7944651944053074,-0.051642033708044245,-0.09497473183563782,-0.625860092456188,-0.02044576667610762,-0.1075366316200855,-0.530187759660627,0.019053963153562472
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15450556452698733,-0.20250513058221495,-0.0372591912977222,0.20792450904637635,-0.5285384079715483,-0.037249114516940636,0.1901201238028999,-0.8008569766055742,-0.04011528530057972,0.19804572628719083,-1.0,-0.029054785595164757,0.08993912766809571,-0.6939700972602305,0.021898454751815254,0.10152560317036963,-0.8930867495049514,-0.03261039511390628,0.12964025035011453,-0.6683870804521601,-0.04369041858208552,0.11278104570398963,-0.5582182793660976,-0.03693452331692897,0.007936322463845798,-0.6786945551937443,0.020009606079227443,0.02855137914680969,-0.8698138882909523,-0.04338768635945642,0.06359091871939981,-0.6003434038250602,-0.04731488721949894,0.03489642784553281,-0.5124210259106193,-0.029632153644008414,-0.0759856806801098,-0.6417054801393083,0.005216847504476596,-0.051906677003585616,-0.8400266027012633,-0.07038636021758564,-0.010013104103007854,-0.5787168098713003,-0.0412817597758796,-0.034894927048395134,-0.47999973414450703,0.0026005154755950415,-0.17417361821607533,-0.5801606839175436,-0.011229057542393298,-0.13409386585617905,-0.7730466696453917,-0.05387091851583605,-0.09206672201034778,-0.6082638607191648,-0.022614588702908268,-0.10834490376459954,-0.5171649384630294,0.015805377497532195
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1722405793185095,-0.19152943219658047,-0.04115589076469142,0.24757576035443896,-0.49832267242005035,-0.03943878431026419,0.23277882001206196,-0.7885378509282501,-0.04163921341114921,0.23375058180315283,-1.0,-0.031887136817185344,0.14923934450933046,-0.6868764984227652,0.03911026532747393,0.1612979847432515,-0.8951558956255363,-0.01745868964248111,0.16343208234653736,-0.6760701228434616,-0.03812935435417134,0.1446822501345342,-0.5517976322641708,-0.037113004456512354,0.05876496323689036,-0.691240146356429,0.04036163580326048,0.07429006205642516,-0.8959624932650037,-0.026359661622465645,0.08452040694237406,-0.6222675966384289,-0.03983838557969708,0.0640272367286185,-0.5136419512967927,-0.025444838998821495,-0.033768280329634505,-0.6714454161203084,0.027336112058897463,-0.0169988712494066,-0.8783814045714123,-0.05304764408545755,0.006618055745055488,-0.6067255947318049,-0.031308026558127304,-0.008076140342465383,-0.48140102507832594,0.012374312241660712,-0.14044741919136736,-0.628413802155,0.012098843881146367,-0.11395354258324025,-0.8308303691247548,-0.03649019336486127,-0.07594744841271726,-0.6643084466493828,-0.009954924735311649,-0.07489757889239705,-0.5590376774230327,0.029194188050095042
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1664045408171007,-0.17147716693429685,-0.04901570480908131,0.2443576741433528,-0.48317053860167614,-0.050287170221634966,0.22892624207039552,-0.7828734378444865,-0.05271681102070524,0.22779431808748696,-1.0,-0.042530837556038224,0.15164255614655364,-0.6860812735924422,0.027792689149222827,0.1606949354965113,-0.8901889805387178,-0.0326054499794646,0.15654804356228136,-0.6676238276860238,-0.05234592321294911,0.13730165389212257,-0.5463511992480766,-0.05011729445656816,0.05826970607688648,-0.6923661573808362,0.032067907525754856,0.07141051228793022,-0.9009702078053997,-0.036979057947272215,0.07762990180545501,-0.6200692967321149,-0.04580962357119273,0.058763981408999334,-0.5141909460362912,-0.02695313122565433,-0.03647885840473362,-0.6707040667590801,0.02137495491850269,-0.025245419417723576,-0.8797507334912039,-0.06289217792809032,-0.003267461196597065,-0.5989982165921199,-0.0372977044507038,-0.016014967058724818,-0.4767750844173174,0.010125674086321548,-0.1444533604920706,-0.6240117840594754,0.00812315467680986,-0.1235321249956486,-0.8189027623185017,-0.04384892370410035,-0.08677600379175009,-0.6459797005695659,-0.01667997095358644,-0.08513965119112545,-0.5470846904519842,0.02379818017996653
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646455421030303,-0.1801347691775203,-0.04896953745338028,0.24324997803566478,-0.48299739150005677,-0.05257669887232281,0.22838405121485458,-0.7808323387602023,-0.0580410326647126,0.22607818329608434,-1.0,-0.05040006852113024,0.15011422560835677,-0.6831844369019421,0.03094037253378635,0.16193955813290092,-0.8854074710607435,-0.02907495699542002,0.1591866579001122,-0.6634975321381932,-0.04975203072742503,0.1409250559177673,-0.5530460272880032,-0.04918124155605254,0.059056730834983334,-0.6888182612257671,0.034057776303994924,0.0740121747701601,-0.8947377214939997,-0.03697363554466295,0.08205521557248131,-0.6164367585377086,-0.04782658633968337,0.06277097184603765,-0.5176996026944983,-0.030669162471831428,-0.03433053259474153,-0.6674246667562207,0.02219402866889545,-0.022342652924332698,-0.8791788945864608,-0.06395968794282533,0.0028397617096463153,-0.5997381098809854,-0.038631811455861975,-0.009421759275754539,-0.4781528447742254,0.008756687868831537,-0.14162238206701103,-0.6226711995448238,0.007715623503979254,-0.11934468161008646,-0.8149431173510724,-0.04532269707556273,-0.07928527499900967,-0.642682313387799,-0.01793706459454888,-0.07652208417087346,-0.5427728042359189,0.022841418113599434
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1626872243851166,-0.19132780358669169,-0.045891775770134015,0.23387225030901923,-0.49789917277088863,-0.04806347520237926,0.22442397317123172,-0.7852038103961149,-0.053154999948599305,0.21989636130616322,-1.0,-0.04542101263357439,0.13320832826647247,-0.6909383074710904,0.03541364683999236,0.14451559150159646,-0.8953356020465046,-0.026741032454805688,0.15123088324934658,-0.6717732597371566,-0.05096934498600724,0.13219477367030338,-0.5573495131380647,-0.051782825847721294,0.044588630916501816,-0.6924829384064185,0.03677511828046469,0.061323993453269166,-0.9001042341297982,-0.034597900266818235,0.07605764039017254,-0.6211903180799204,-0.049053862934078006,0.052117612174826564,-0.5197272640604157,-0.03406765168215529,-0.04779238286357194,-0.6697008361168687,0.023061246070106796,-0.03128118445347352,-0.8716409722549827,-0.06041179021711794,-0.0038649704476594825,-0.6000545305507355,-0.03691815084684839,-0.02247989664807863,-0.4893375917220391,0.008689013164454827,-0.1542327999183027,-0.623391242034539,0.006769792107841673,-0.1266166113717542,-0.8200373614174791,-0.040594092267770936,-0.08869598758253328,-0.6527335381384942,-0.010448567315173218,-0.09348399322560248,-0.5566494380627841,0.031141619567711862
